name,alias,id,review_count,rating,url,location,coordinates
The Thirsty Koala,the-thirsty-koala-astoria,iNiq1vgWpEa48jlPAce8wQ,1103,4.5,https://www.yelp.com/biz/the-thirsty-koala-astoria?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Astoria', 'postal_code': '11105'}","{'latitude': 40.774416, 'longitude': -73.908739}"
Watawa Sushi,watawa-sushi-astoria,UB5emSFilql0J10Jx4AHXA,890,4.0,https://www.yelp.com/biz/watawa-sushi-astoria?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Astoria', 'postal_code': '11105'}","{'latitude': 40.774959, 'longitude': -73.9095}"
Oceanic Boil,oceanic-boil-jackson-heights,20LSOx_4K2wghTsUx4gSsg,600,4.5,https://www.yelp.com/biz/oceanic-boil-jackson-heights?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Jackson Heights', 'postal_code': '11372'}","{'latitude': 40.7498297, 'longitude': -73.8821356}"
Sweet Afton,sweet-afton-astoria,zgW7g4RWssKfjdlSE8fZvg,1067,4.0,https://www.yelp.com/biz/sweet-afton-astoria?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Astoria', 'postal_code': '11103'}","{'latitude': 40.765352, 'longitude': -73.918983}"
The Centurion Lounge,the-centurion-lounge-east-elmhurst,xAxpi8BEoXkJTnTl3xlQ4w,196,4.5,https://www.yelp.com/biz/the-centurion-lounge-east-elmhurst?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'East Elmhurst', 'postal_code': '11371'}","{'latitude': 40.7747106533889, 'longitude': -73.8722155873093}"
Addictive Wine and Tapas Bar,addictive-wine-and-tapas-bar-jackson-heights-4,-OplSkpDk33uikS5fO-JQw,202,4.5,https://www.yelp.com/biz/addictive-wine-and-tapas-bar-jackson-heights-4?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Jackson Heights', 'postal_code': '11372'}","{'latitude': 40.75632, 'longitude': -73.8806}"
"Mosaic Craft Cocktail, Beer & Wine Bar",mosaic-craft-cocktail-beer-and-wine-bar-astoria,WRPrwGH50FBm7yiuYKiLjw,286,4.5,https://www.yelp.com/biz/mosaic-craft-cocktail-beer-and-wine-bar-astoria?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Astoria', 'postal_code': '11102'}","{'latitude': 40.7746577, 'longitude': -73.9183673}"
The Bonnie,the-bonnie-astoria,rrsjcQVLg2PkIkO_vPjOLw,640,4.0,https://www.yelp.com/biz/the-bonnie-astoria?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Astoria', 'postal_code': '11105'}","{'latitude': 40.7746737, 'longitude': -73.9136003}"
Ayada Thai,ayada-thai-elmhurst-2,fRO4Fwe5uRAajMcTwLbVkA,1201,4.0,https://www.yelp.com/biz/ayada-thai-elmhurst-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Elmhurst', 'postal_code': '11373'}","{'latitude': 40.7433662414551, 'longitude': -73.8876037597656}"
Max Bratwurst und Bier,max-bratwurst-und-bier-astoria,osY94UfXtrynDL2nMs_bdw,387,4.5,https://www.yelp.com/biz/max-bratwurst-und-bier-astoria?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Astoria', 'postal_code': '11103'}","{'latitude': 40.7612453874006, 'longitude': -73.9094611979998}"
